grid_id;organization_name;established_year;closed_year;wikipedia_url;website_url
grid.440593.f;San Cristóbal of Huamanga University;1677;NULL;https://en.wikipedia.org/wiki/San_Crist%C3%B3bal_of_Huamanga_University;http://www.unsch.edu.pe/
grid.440594.8;Universidad Nacional de la Amazonía Peruana;1961;NULL;https://en.wikipedia.org/wiki/Universidad_Nacional_de_la_Amazon%C3%ADa_Peruana;https://www.unapiquitos.edu.pe/
grid.440595.9;Silliman University;1901;NULL;https://en.wikipedia.org/wiki/Silliman_University;http://su.edu.ph/
grid.440596.a;University for International Integration of the Afro-Brazilian Lusophony;2010;NULL;https://en.wikipedia.org/wiki/University_for_International_Integration_of_the_Afro-Brazilian_Lusophony;http://www.unilab.edu.br/
grid.440597.b;Northeast Petroleum University;1960;NULL;https://en.wikipedia.org/wiki/Northeast_Petroleum_University;http://www.nepu.edu.cn
grid.440598.4;Amazon National University of Madre de Dios;2000;NULL;NULL;http://www.unamad.edu.pe
grid.440599.5;Jan Długosz University;1971;NULL;https://en.wikipedia.org/wiki/Jan_D%C5%82ugosz_University;http://www.en.ajd.czest.pl/
grid.440600.6;Universiti Brunei Darussalam;1985;NULL;https://en.wikipedia.org/wiki/University_of_Brunei_Darussalam;http://www.ubd.edu.bn/
grid.440602.4;Shumen University;1971;NULL;https://en.wikipedia.org/wiki/Shumen_University;http://shu.bg/
grid.440603.5;Cardinal Stefan Wyszyński University in Warsaw;1999;NULL;https://en.wikipedia.org/wiki/Cardinal_Stefan_Wyszy%C5%84ski_University_in_Warsaw;http://www.uksw.edu.pl/en/
grid.440604.2;University of Ngaoundéré;1993;NULL;https://en.wikipedia.org/wiki/University_of_Ngaoundéré;http://www.univ-ndere.cm/
grid.440605.3;Capilano University;1968;NULL;https://en.wikipedia.org/wiki/Capilano_University;https://www.capilanou.ca/
grid.440606.0;PLA Information Engineering University;1999;NULL;https://en.wikipedia.org/wiki/PLA_Information_Engineering_University;NULL
grid.440607.1;Crandall University;1949;NULL;https://en.wikipedia.org/wiki/Crandall_University;https://www.crandallu.ca/
grid.440608.e;Opole University of Technology;1966;NULL;https://en.wikipedia.org/wiki/Opole_University_of_Technology;http://www.po.opole.pl/
grid.440609.f;Lipscomb University;1891;NULL;https://en.wikipedia.org/wiki/Lipscomb_University;https://secure.lipscomb.edu/
grid.440610.7;Quest University Canada;2007;NULL;https://en.wikipedia.org/wiki/Quest_University;https://questu.ca/
grid.440611.6;MidAmerica Nazarene University;1966;NULL;https://en.wikipedia.org/wiki/MidAmerica_Nazarene_University;http://www.mnu.edu/
grid.440614.3;PLA Army Engineering University;1999;NULL;NULL;NULL
grid.440615.2;Blagoveschensk State Pedagogical University;1930;NULL;https://en.wikipedia.org/wiki/Blagoveschensk_State_Pedagogical_University;http://www.bgpu.ru
grid.440616.1;University of N'Djamena;1971;NULL;https://en.wikipedia.org/wiki/University_of_N'Djamena;http://univ-ndjamena.org/
grid.440617.0;Adolfo Ibáñez University;1953;NULL;https://en.wikipedia.org/wiki/Adolfo_Ib%C3%A1%C3%B1ez_University;https://www.uai.cl/
grid.440618.f;Putian University;2002;NULL;https://en.wikipedia.org/wiki/Putian_University;http://www.ptu.edu.cn/
grid.440619.e;Central University of Chile;1982;NULL;https://en.wikipedia.org/wiki/Central_University_of_Chile;http://www.ucentral.cl/prontus_ucentral2012/site/edic/base/port/inicio.html
grid.440620.4;Sanming University;2000;NULL;https://en.wikipedia.org/wiki/Sanming_University;http://www.fjsmu.cn/
grid.440621.5;Dubna University;1994;NULL;NULL;http://uni-dubna.ru/en/
grid.440622.6;Shandong Agricultural University;1906;NULL;https://en.wikipedia.org/wiki/Shandong_Agricultural_University;http://www.sdau.edu.cn/esdau/ver2011/
grid.440623.7;Shandong Jianzhu University;1956;NULL;https://en.wikipedia.org/wiki/Shandong_Jianzhu_University;http://www.sdjzu.edu.cn/
grid.440624.0;Far Eastern Federal University;1899;NULL;http://en.wikipedia.org/wiki/Far_Eastern_Federal_University;http://www.dvfu.ru/en/
grid.440625.1;Universidad Bernardo O'Higgins;1990;NULL;NULL;https://www.ubo.cl/
grid.440626.2;Financial University;1919;NULL;https://en.wikipedia.org/wiki/Financial_University_under_the_Government_of_the_Russian_Federation;http://www.fa.ru/Pages/Home.aspx
grid.440627.3;Universidad de Los Andes, Chile;1989;NULL;https://en.wikipedia.org/wiki/University_of_the_Andes,_Chile;https://www.uandes.cl/
grid.440628.c;Gorno-Altaisk State University;1949;NULL;https://en.wikipedia.org/wiki/Gorno-Altaisk_State_University;http://www.gasu.ru/
grid.440629.d;Finis Terrae University;1988;NULL;https://en.wikipedia.org/wiki/Finis_Terrae_University;https://uft.cl/
grid.440630.5;Herzen University;1797;NULL;NULL;https://www.herzen.spb.ru/en/
grid.440631.4;University of Atacama;1981;NULL;https://en.wikipedia.org/wiki/University_of_Atacama;http://www.uda.cl/
grid.440633.6;University of Bío-Bío;1947;NULL;https://en.wikipedia.org/wiki/University_of_the_B%C3%ADo_B%C3%ADo;http://www.ubiobio.cl/w/
grid.440634.1;Shanghai Lixin University of Accounting and Finance;2016;NULL;https://en.wikipedia.org/wiki/Shanghai_Lixin_University_of_Accounting_and_Finance;http://www.lixin.edu.cn/
grid.440635.0;Shanghai University of Electric Power;1951;NULL;https://en.wikipedia.org/wiki/Shanghai_University_of_Electric_Power;http://www.shiep.edu.cn/
grid.440636.3;Jesuit University Ignatianum;1932;NULL;https://en.wikipedia.org/wiki/Jesuit_University_of_Philosophy_and_Education_Ignatianum;https://www.ignatianum.edu.pl/
grid.440637.2;ShanghaiTech University;2013;NULL;https://en.wikipedia.org/wiki/ShanghaiTech_University;http://www.shanghaitech.edu.cn
grid.440638.d;Akademia Pomorska w Słupsku;1969;NULL;NULL;https://www.apsl.edu.pl
grid.440639.c;Shanxi Datong University;2006;NULL;https://en.wikipedia.org/wiki/Shanxi_Datong_University;http://www.sxdtdx.edu.cn/english/
grid.440641.3;Shijiazhuang Tiedao University;1950;NULL;https://en.wikipedia.org/wiki/Shijiazhuang_Tiedao_University;http://www.stdu.edu.cn/
grid.440643.1;Shijiazhuang University;1956;NULL;https://en.wikipedia.org/wiki/Shijiazhuang_University;http://www.sjzc.edu.cn/
grid.440644.6;Sichuan University of Arts and Science;1976;NULL;NULL;https://www.sasu.edu.cn/
grid.440645.7;Air Force Engineering University;1959;NULL;https://en.wikipedia.org/wiki/Air_Force_Engineering_University;http://www.afeu.cn
grid.440646.4;Anhui Normal University;1928;NULL;https://en.wikipedia.org/wiki/Anhui_Normal_University;http://www.ahnu.edu.cn/
grid.440647.5;Anhui Jianzhu University;1958;NULL;https://en.wikipedia.org/wiki/Anhui_Jianzhu_University;http://www.ahjzu.edu.cn/
grid.440648.a;Anhui University of Science and Technology;1945;NULL;https://en.wikipedia.org/wiki/Anhui_University_of_Science_and_Technology;http://www.aust.edu.cn/
grid.440649.b;Southwest University of Science and Technology;1952;NULL;https://en.wikipedia.org/wiki/Southwest_University_of_Science_and_Technology;http://www.english.swust.edu.cn/s/198/t/623/main.htm
grid.440650.3;Anhui University of Technology;1958;NULL;https://en.wikipedia.org/wiki/Anhui_University_of_Technology;http://en.ahut.edu.cn/
grid.440651.2;Baise University;1938;NULL;NULL;http://www.bsuc.cn
grid.440652.1;Suzhou University of Science and Technology;2001;NULL;https://en.wikipedia.org/wiki/Suzhou_University_of_Science_and_Technology;http://www.usts.edu.cn/
grid.440653.0;Binzhou Medical University;1970;NULL;https://en.wikipedia.org/wiki/Binzhou_Medical_College;http://wwwe.bzmc.edu.cn/Survey.htm
grid.440654.7;Bohai University;1950;NULL;https://en.wikipedia.org/wiki/Bohai_University;http://www.bhu.edu.cn
grid.440655.6;Taiyuan University of Science and Technology;1952;NULL;https://en.wikipedia.org/wiki/Taiyuan_University_of_Science_and_Technology;https://www.tyust.edu.cn/
grid.440656.5;Taiyuan University of Technology;1902;NULL;https://en.wikipedia.org/wiki/Taiyuan_University_of_Technology;http://www2015.tyut.edu.cn/
grid.440657.4;Taizhou University;1907;NULL;https://en.wikipedia.org/wiki/Taizhou_University;http://www.tzc.edu.cn/
grid.440658.b;Kuban State Technological University;1918;NULL;https://en.wikipedia.org/wiki/Kuban_State_Technological_University;https://kubstu.ru/
grid.440659.a;Capital University of Physical Education and Sports;1956;NULL;NULL;https://www.cupes.edu.cn/
grid.440660.0;Central South University of Forestry and Technology;1958;NULL;https://en.wikipedia.org/wiki/Central_South_University_of_Forestry_and_Technology;http://english.csuft.edu.cn/
grid.440661.1;Chang'an University;1951;NULL;https://en.wikipedia.org/wiki/Chang%27an_University;http://www.chd.edu.cn/
grid.440662.2;State University of New York Maritime College;1874;NULL;https://en.wikipedia.org/wiki/State_University_of_New_York_Maritime_College;http://www.sunymaritime.edu/
grid.440663.3;Changchun University;1946;NULL;https://en.wikipedia.org/wiki/Changchun_University;http://www.ccu.edu.cn/
grid.440664.4;Universities at Shady Grove;2000;NULL;https://en.wikipedia.org/wiki/Universities_at_Shady_Grove;https://shadygrove.umd.edu/
grid.440665.5;Changchun University of Chinese Medicine;1958;NULL;NULL;http://ccucm.admissions.cn/
grid.440666.6;Karachay-Cherkess State Pedagogical University;1938;NULL;NULL;https://kchgu.ru/
grid.440667.7;Indian Institute of Engineering Science and Technology, Shibpur;1856;NULL;https://en.wikipedia.org/wiki/Indian_Institute_of_Engineering_Science_and_Technology,_Shibpur;http://www.iiests.ac.in/
grid.440668.8;Changchun University of Science and Technology;1958;NULL;https://en.wikipedia.org/wiki/Changchun_University_of_Science_and_Technology;http://www.cust.edu.cn/
grid.440669.9;Changsha University of Science and Technology;1956;NULL;https://en.wikipedia.org/wiki/Changsha_University_of_Science_and_Technology;http://www.csust.edu.cn/pub/wwwz/index.htm
grid.440670.1;Central University of Kerala;2009;NULL;https://en.wikipedia.org/wiki/Central_University_of_Kerala;http://www.cukerala.ac.in/index.php?lang=en
grid.440672.3;Christ University;1969;NULL;https://en.wikipedia.org/wiki/Christ_University;https://christuniversity.in//
grid.440673.2;Changzhou University;1978;NULL;NULL;http://eng.cczu.edu.cn/
grid.440674.5;Chaohu University;1977;NULL;https://en.wikipedia.org/wiki/Chaohu_University;https://www.chu.edu.cn/
grid.440675.4;Cotton University;1901;NULL;https://en.wikipedia.org/wiki/Cotton_University;https://cottonuniversity.ac.in
grid.440676.7;Moscow State University of Geodesy and Cartography;1779;NULL;https://simple.wikipedia.org/wiki/Moscow_State_University_of_Geodesy_and_Cartography;http://www.miigaik.ru/eng/
grid.440677.6;China Women's University;1949;NULL;https://en.wikipedia.org/wiki/China_Women's_University;http://www.cwu.edu.cn/
grid.440678.9;Delhi Technological University;1941;NULL;https://en.wikipedia.org/wiki/Delhi_Technological_University;http://dtu.ac.in/
grid.440679.8;Chongqing Jiaotong University;1951;NULL;https://en.wikipedia.org/wiki/Chongqing_Jiaotong_University;http://www.cqjtu.edu.cn/
grid.440680.e;Tibet University;1985;NULL;https://en.wikipedia.org/wiki/Tibet_University;http://www.utibet.edu.cn/
grid.440681.f;Dr. D.Y. Patil Vidyapeeth, Pune;1956;NULL;NULL;http://www.dpu.edu.in/
grid.440682.c;Dali University;2001;NULL;https://en.wikipedia.org/wiki/Dali_University;http://www.dali.edu.cn/
grid.440683.d;National Research Irkutsk State Technical University;1930;NULL;https://en.wikipedia.org/wiki/Irkutsk_National_Research_Technical_University;https://istu-library.ru/
grid.440684.a;Triangle Universities Nuclear Laboratory;1965;NULL;https://en.wikipedia.org/wiki/Triangle_Universities_Nuclear_Laboratory;http://www.tunl.duke.edu
grid.440686.8;Dalian Maritime University;1909;NULL;https://en.wikipedia.org/wiki/Dalian_Maritime_University;https://www.dlmu.edu.cn/
grid.440687.9;Dalian Minzu University;1997;NULL;https://en.wikipedia.org/wiki/Dalian_Minzu_University;http://www.dlnu.edu.cn
grid.440689.7;Dalian Neusoft University of Information;2000;NULL;NULL;http://english.neusoft.edu.cn/
grid.440691.e;Govind Ballabh Pant University of Agriculture and Technology;1960;NULL;https://en.wikipedia.org/wiki/G._B._Pant_University_of_Agriculture_and_Technology;http://www.gbpuat.ac.in/
grid.440692.d;Dalian Polytechnic University;1958;NULL;https://en.wikipedia.org/wiki/Dalian_Polytechnic_University;http://www.dlpu.edu.cn/
grid.440693.c;Indian Maritime University;2008;NULL;https://en.wikipedia.org/wiki/Indian_Maritime_University;https://www.imu.edu.in/
grid.440695.a;Kuvempu University;1987;NULL;https://en.wikipedia.org/wiki/Kuvempu_University;http://kuvempu.ac.in
grid.440696.9;University Town of Shenzhen;NULL;NULL;https://en.wikipedia.org/wiki/University_Town_of_Shenzhen;https://www.utsz.edu.cn
grid.440697.8;North-Caucasus Federal University;2012;NULL;https://en.wikipedia.org/wiki/North-Caucasus_Federal_University;http://eng.ncfu.ru/
grid.440699.6;Maharishi Markandeshwar University, Mullana;1993;NULL;https://en.wikipedia.org/wiki/Maharishi_Markandeshwar_University,_Mullana;http://www.mmumullana.org/
grid.440700.7;North-Eastern Federal University;1956;NULL;http://en.wikipedia.org/wiki/North-Eastern_Federal_University;http://www.s-vfu.ru/en/
grid.440701.6;Xi’an Jiaotong-Liverpool University;2006;NULL;https://en.wikipedia.org/wiki/Xi%27an_Jiaotong-Liverpool_University;http://www.xjtlu.edu.cn/en/
grid.440702.5;Mohanlal Sukhadia University;1962;NULL;https://en.wikipedia.org/wiki/Mohanlal_Sukhadia_University;https://www.mlsu.ac.in/
grid.440703.4;Orenburg State University;1955;NULL;https://en.wikipedia.org/wiki/Orenburg_State_University;http://www.osu.ru/
grid.440704.3;Xi'an University of Architecture and Technology;1895;NULL;https://en.wikipedia.org/wiki/Xi%27an_University_of_Architecture_and_Technology;http://www.xauat.edu.cn/en/
grid.440705.2;Pandit Ravishankar Shukla University;1964;NULL;https://en.wikipedia.org/wiki/Pandit_Ravishankar_Shukla_University;http://www.prsu.ac.in/
grid.440706.1;Dalian University;1987;NULL;https://en.wikipedia.org/wiki/Dalian_University;http://www.dlu.edu.cn/
grid.440707.0;Dalian University of Foreign Languages;1964;NULL;https://en.wikipedia.org/wiki/Dalian_University_of_Foreign_Languages;http://www.dlufl.edu.cn/
grid.440708.f;Ramakrishna Mission Vivekananda Educational and Research Institute;2005;NULL;https://en.wikipedia.org/wiki/Ramakrishna_Mission_Vivekananda_Educational_and_Research_Institute;http://rkmvu.ac.in/
grid.440709.e;Dezhou University;2000;NULL;NULL;http://www.dzu.edu.cn/
grid.440710.6;Shri Mata Vaishno Devi University;1999;NULL;https://en.wikipedia.org/wiki/Shri_Mata_Vaishno_Devi_University;https://www.smvdu.ac.in/
grid.440711.7;East China Jiaotong University;1971;NULL;https://en.wikipedia.org/wiki/East_China_Jiaotong_University;http://www.ecjtu.jx.cn/
grid.440712.4;Fujian University of Technology;2002;NULL;https://en.wikipedia.org/wiki/Fujian_University_of_Technology;https://www.fjut.edu.cn/
grid.440713.5;University of Minnesota Rochester;1966;NULL;https://en.wikipedia.org/wiki/University_of_Minnesota_Rochester;http://r.umn.edu/
grid.440714.2;Gannan Medical University;1941;NULL;NULL;http://english.gmu.cn:8080/
grid.440715.3;Perm National Research Polytechnic University;1953;NULL;https://en.wikipedia.org/wiki/Perm_National_Research_Polytechnic_University;http://pstu.ru/en/
grid.440716.0;Guangdong Institute of Education;1955;NULL;https://en.wikipedia.org/wiki/Guangdong_Institute_of_Education;http://www.gdei.edu.cn
grid.440717.1;Petrozavodsk State University;1940;NULL;https://en.wikipedia.org/wiki/Petrozavodsk_State_University;https://petrsu.ru/en
grid.440718.e;Guangdong University of Foreign Studies;1965;NULL;https://en.wikipedia.org/wiki/Guangdong_University_of_Foreign_Studies;http://english.gdufs.edu.cn/
grid.440719.f;Guangxi University of Science and Technology;1958;NULL;https://en.wikipedia.org/wiki/Guangxi_University_of_Technology;http://gxut.admissions.cn/
grid.440720.5;Xi'an University of Science and Technology;1895;NULL;https://en.wikipedia.org/wiki/Xi%27an_University_of_Science_and_Technology;http://en.xust.edu.cn/
grid.440722.7;Xi'an University of Technology;1949;NULL;NULL;http://old.xaut.edu.cn/english/
grid.440723.6;Guilin University of Electronic Technology;1960;NULL;https://en.wikipedia.org/wiki/Guilin_University_of_Electronic_Technology;http://www.gliet.edu.cn/
grid.440724.1;South Ural State University;1943;NULL;https://en.wikipedia.org/wiki/South_Ural_State_University;http://www.susu.ru/
grid.440725.0;Guilin University of Technology;1956;NULL;https://en.wikipedia.org/wiki/Guilin_University_of_Technology;http://en.glut.edu.cn/
grid.440727.2;Xi'an Shiyou University;1951;NULL;https://en.wikipedia.org/wiki/Xi'an_Shiyou_University;http://xsyu.ciss.org.cn/
grid.440728.d;Tambov State Technical University;1958;NULL;https://en.wikipedia.org/wiki/Tambov_State_Technical_University;http://www.tstu.ru/en/
grid.440731.5;University of Santa Monica;1976;NULL;https://en.wikipedia.org/wiki/University_of_Santa_Monica;http://www.universityofsantamonica.edu
grid.440732.6;Hainan Normal University;1949;NULL;https://en.wikipedia.org/wiki/Hainan_Normal_University;http://www.hainnu.edu.cn/
